ATCO Code,Stop Type
3700ZZSYATT2,TMU
3700ZZSYATT3,TMU
3700ZZSYATT4,TMU
3700ZZSYBAM1,TMU
3700ZZSYBAM2,TMU
3700ZZSYBAM3,TMU
3700ZZSYBAM4,TMU
3700ZZSYBMR1,TMU
3700ZZSYBMR2,TMU
3700ZZSYBMR3,TMU
3700ZZSYBMR4,TMU
3700ZZSYBRL1,TMU
3700ZZSYBRL2,TMU
3700ZZSYBRL3,TMU
3700ZZSYBRL4,TMU
3700ZZSYCAS1,TMU
3700ZZSYCAS2,TMU
3700ZZSYCAS3,TMU
3700ZZSYCAS4,TMU
3700ZZSYCAT1,TMU
3700ZZSYCAT2,TMU
3700ZZSYCAT3,TMU
3700ZZSYCAT4,TMU
3700ZZSYCIR1,TMU
3700ZZSYCIR2,TMU
3700ZZSYCIR3,TMU
3700ZZSYCIR4,TMU
3700ZZSYCRB1,TMU
3700ZZSYCRB2,TMU
3700ZZSYCRB3,TMU
3700ZZSYCRB4,TMU
3700ZZSYCRY1,TMU
3700ZZSYCRY2,TMU
3700ZZSYCRY3,TMU
3700ZZSYCRY4,TMU
3700ZZSYCYH1,TMU
3700ZZSYCYH2,TMU
3700ZZSYCYH3,TMU
3700ZZSYCYH4,TMU
3700ZZSYDHL0,TMU
3700ZZSYDHL1,TMU
3700ZZSYDHL2,TMU
3700ZZSYDHL3,TMU
3700ZZSYDHL4,TMU
3700ZZSYDON1,TMU
3700ZZSYDON2,TMU
3700ZZSYDON3,TMU
3700ZZSYDON4,TMU
3700ZZSYDVS1,TMU
3700ZZSYDVS2,TMU
3700ZZSYDVS3,TMU
3700ZZSYDVS4,TMU
3700ZZSYFIZ1,TMU
3700ZZSYFIZ2,TMU
3700ZZSYFIZ3,TMU
3700ZZSYFIZ4,TMU
3700ZZSYGLE1,TMU
3700ZZSYGLE2,TMU
3700ZZSYGRC1,TMU
3700ZZSYGRC2,TMU
3700ZZSYGRC3,TMU
3700ZZSYGRC4,TMU
3700ZZSYHAK1,TMU
3700ZZSYHAK2,TMU
3700ZZSYHAK3,TMU
3700ZZSYHAK4,TMU
3700ZZSYHDP1,TMU
3700ZZSYHDP2,TMU
3700ZZSYHFW1,TMU
3700ZZSYHFW2,TMU
3700ZZSYHIL1,TMU
3700ZZSYHIL2,TMU
3700ZZSYHIL3,TMU
3700ZZSYHIL4,TMU
3700ZZSYHLP1,TMU
3700ZZSYHLP2,TMU
3700ZZSYHLP3,TMU
3700ZZSYHLP4,TMU
3700ZZSYHLR1,TMU
3700ZZSYHLR2,TMU
3700ZZSYHLR3,TMU
3700ZZSYHLR4,TMU
3700ZZSYHOL1,TMU
3700ZZSYHOL2,TMU
3700ZZSYHYP1,TMU
3700ZZSYHYP2,TMU
3700ZZSYHYP3,TMU
3700ZZSYHYP4,TMU
3700ZZSYINF1,TMU
3700ZZSYINF2,TMU
3700ZZSYINF3,TMU
3700ZZSYINF4,TMU
3700ZZSYLEP1,TMU
3700ZZSYLEP2,TMU
3700ZZSYLEP3,TMU
3700ZZSYLEP4,TMU
3700ZZSYLPH1,TMU
3700ZZSYLPH2,TMU
3700ZZSYLPH3,TMU
3700ZZSYLPH4,TMU
3700ZZSYMAL1,TMU
3700ZZSYMAL2,TMU
3700ZZSYMHI1,TMU
3700ZZSYMHS1,TMU
3700ZZSYMHS2,TMU
3700ZZSYMHS3,TMU
3700ZZSYMHS4,TMU
3700ZZSYMID1,TMU
3700ZZSYMID2,TMU
3700ZZSYMRT1,TMU
3700ZZSYMRT2,TMU
3700ZZSYMRT3,TMU
3700ZZSYMRT4,TMU
3700ZZSYMWY1,TMU
3700ZZSYMWY2,TMU
3700ZZSYMWY3,TMU
3700ZZSYMWY4,TMU
3700ZZSYNET1,TMU
3700ZZSYNET2,TMU
3700ZZSYNUN0,TMU
3700ZZSYNUN1,TMU
3700ZZSYNUN2,TMU
3700ZZSYPAR1,TMU
3700ZZSYPGC1,TMU
3700ZZSYPGC2,TMU
3700ZZSYPGC3,TMU
3700ZZSYPGC4,TMU
3700ZZSYPGR1,TMU
3700ZZSYPGR2,TMU
3700ZZSYPGR3,TMU
3700ZZSYPGR4,TMU
3700ZZSYRTH1,TMU
3700ZZSYSHL1,TMU
3700ZZSYSHL2,TMU
3700ZZSYSHL3,TMU
3700ZZSYSHL4,TMU
3700ZZSYSHU1,TMU
3700ZZSYSHU2,TMU
3700ZZSYSHU3,TMU
3700ZZSYSHU4,TMU
3700ZZSYSPL1,TMU
3700ZZSYSPL2,TMU
3700ZZSYSPL3,TMU
3700ZZSYSPL4,TMU
3700ZZSYUNI1,TMU
3700ZZSYUNI2,TMU
3700ZZSYUNI3,TMU
3700ZZSYUNI4,TMU
3700ZZSYVEN1,TMU
3700ZZSYVEN2,TMU
3700ZZSYVEN3,TMU
3700ZZSYVEN4,TMU
3700ZZSYWBN1,TMU
3700ZZSYWBN2,TMU
3700ZZSYWBN3,TMU
3700ZZSYWBN4,TMU
3700ZZSYWTF1,TMU
3700ZZSYWTF2,TMU
3700ZZSYWTL1,TMU
3700ZZSYWTL2,TMU
3700ZZSYWTL3,TMU
3700ZZSYWTL4,TMU
3700ZZSYWTR1,TMU
3700ZZSYWTR2,TMU
3700ZZSYWTR3,TMU
3700ZZSYWTR4,TMU
3700ZZSYWTS1,TMU
3700ZZSYWTS2,TMU
3700ZZSYWTS3,TMU
3700ZZSYWTS4,TMU
3800BILBROK0,RSE
3800BILBROK1,RSE
3800BLYBDGE0,RSE
3800BLYBDGE1,RSE
3800BURTNOT0,RSE
3800C200200,BCT
3800C200201,BCT
3800C200300,BCT
3800C200301,BCT
3800C200401,BCT
3800C200601,BCT
3800C200800,BCQ
3800C200900,BCT
3800C201000,BCT
3800C201001,BCT
3800C201300,BCT
3800C201301,BCT
3800C201400,BCT
3800C201401,BCT
3800C201500,BCT
3800C201501,BCT
3800C201900,BCT
3800C201901,BCT
3800C202102,BCT
3800C202702,BCT
3800C202800,BCQ
3800C203000,BCT
3800C203100,BCT
3800C203101,BCT
3800C203200,BCT
3800C203201,BCT
3800C203300,BCT
3800C203600,BCT
3800C203601,BCT
3800C203900,BCT
3800C204000,BCT
3800C204101,BCT
3800C204300,BCT
3800C204301,BCT
3800C204400,BCQ
3800C204500,BCT
3800C204501,BCT
3800C204800,BCT
3800C204901,BCT
3800C204902,BCT
3800C205101,BCT
3800C205201,BCT
3800C205301,BCT
3800C205302,BCT
3800C205400,BCT
3800C206002,BCT
3800C206100,BCT
3800C206101,BCT
3800C206401,BCT
3800C206501,BCT
3800C206502,BCT
3800C206601,BCT
3800C206701,BCT
3800C207001,BCT
3800C207002,BCT
3800C207301,BCT
3800C207302,BCT
3800C207700,BCT
3800C207901,BCT
3800C208000,BCT
3800C208100,BCT
3800C208101,BCT
3800C208200,BCT
3800C208401,BCT
3800C208600,BCT
3800C208601,BCT
3800C208701,BCT
3800C208702,BCT
3800C208902,BCT
3800C209001,BCT
3800C209002,BCT
3800C209101,BCT
3800C209102,BCT
3800C209900,BCT
3800C210901,BCT
3800C211302,BCT
3800C211701,BCT
3800C211702,BCT
3800C212201,BCT
3800C212202,BCT
3800C212302,BCT
3800C212501,BCT
3800C212502,BCT
3800C212902,BCT
3800C213001,BCT
3800C213101,BCT
3800C213102,BCT
3800C213300,BCT
3800C213301,BCT
3800C213401,BCT
3800C213802,BCT
3800C213900,BCT
3800C214102,BCT
3800C214202,BCT
3800C214402,BCT
3800C215301,BCT
3800C215302,BCT
3800C215902,BCT
3800C216100,BCT
3800C216802,BCT
3800C217202,BCT
3800C217401,BCT
3800C217501,BCT
3800C217502,BCT
3800C217601,BCT
3800C217701,BCT
3800C217702,BCT
3800C217900,BCT
3800C218401,BCT
3800C218701,BCT
3800C218702,BCT
3800C218901,BCT
3800C218902,BCT
3800C219201,BCT
3800C219701,BCT
3800C219702,BCT
3800C220101,BCT
3800C220301,BCT
3800C220302,BCT
3800C220401,BCT
3800C220402,BCT
3800C220501,BCT
3800C220502,BCT
3800C220602,BCT
3800C220800,BCT
3800C221101,BCT
3800C221102,BCT
3800C221103,BCT
3800C221402,BCT
3800C221902,BCT
3800C222002,BCT
3800C222201,BCT
3800C222300,BCT
3800C222301,BCT
3800C222401,BCT
3800C222402,BCT
3800C222501,BCT
3800C222502,BCT
3800C222601,BCT
3800C222602,BCT
3800C222801,BCT
3800C222802,BCT
3800C222901,BCT
3800C222902,BCT
3800C224102,BCT
3800C224901,BCT
3800C225300,BCT
3800C225801,BCT
3800C227201,BCT
3800C228702,BCT
3800C228901,BCT
3800C228902,BCT
3800C229001,BCT
3800C229002,BCT
3800C229501,BCT
3800C229502,BCT
3800C229702,BCT
3800C229902,BCT
3800C230601,BCT
3800C230602,BCT
3800C230802,BCT
3800C230902,BCT
3800C231301,BCT
3800C231401,BCT
3800C231501,BCT
3800C231601,BCT
3800C231602,BCT
3800C232001,BCT
3800C232002,BCT
3800C232201,BCT
3800C232202,BCT
3800C232301,BCT
3800C232401,BCT
3800C232402,BCT
3800C232501,BCT
3800C232502,BCT
3800C232601,BCT
3800C232602,BCT
3800C232701,BCT
3800C232702,BCT
3800C232801,BCT
3800C232802,BCT
3800C233001,BCT
3800C234002,BCT
3800C234101,BCT
3800C234102,BCT
3800C234201,BCT
3800C234701,BCT
3800C234702,BCT
3800C234802,BCT
3800C234901,BCT
3800C235202,BCT
3800C235802,BCT
3800C237301,BCT
3800C237601,BCT
3800C237602,BCT
3800C237701,BCT
3800C237801,BCT
3800C238502,BCT
3800C238902,BCT
3800C240201,BCT
3800C240202,BCT
3800C240401,BCT
3800C240402,BCT
3800C240702,BCT
3800C244300,BCT
3800C246101,BCT
3800C251501,BCT
3800C251502,BCT
3800C252201,BCT
3800C252202,BCT
3800C254401,BCT
3800C254402,BCT
3800C255601,BCT
3800C255602,BCT
3800C255802,BCT
3800C256201,BCT
3800C256502,BCT
3800C256600,BCT
3800C256701,BCT
3800C256702,BCT
3800C257101,BCT
3800C257102,BCT
3800C258101,BCT
3800C290000,BCT
3800C290700,BCT
3800C290800,BCT
3800C291401,BCT
3800C291701,BCT
3800C291801,BCT
3800C291802,BCT
3800C292002,BCT
3800C293201,BCT
3800C293601,BCT
3800C294001,BCT
3800C294002,BCT
3800C294401,BCT
3800C294602,BCT
3800C295102,BCT
3800C295201,BCT
3800C295202,BCT
3800C295301,BCT
3800C295801,BCT
3800C300000,BCT
3800C300001,BCT
3800C300101,BCT
3800C300201,BCT
3800C300401,BCT
3800C300500,BCT
3800C301202,BCT
3800C301302,BCT
3800C301700,BCT
3800C301701,BCT
3800C301800,BCT
3800C301801,BCT
3800C302101,BCT
3800C302800,BCT
3800C303000,BCT
3800C303101,BCT
3800C303400,BCT
3800C303401,BCT
3800C304003,BCT
3800C304101,BCT
3800C304400,BCT
3800C304401,BCT
3800C304701,BCT
3800C304901,BCT
3800C305000,BCT
3800C305001,BCT
3800C305102,BCT
3800C305200,BCT
3800C305400,BCT
3800C305500,BCT
3800C306000,BCT
3800C306001,BCT
3800C306101,BCT
3800C306200,BCT
3800C306300,BCT
3800C306301,BCT
3800C306500,BCT
3800C306501,BCT
3800C306601,BCT
3800C306602,BCT
3800C306800,BCT
3800C306801,BCT
3800C306900,BCT
3800C306901,BCT
3800C307000,BCT
3800C307001,BCT
3800C307300,BCT
3800C307600,BCT
3800C307601,BCT
3800C307700,BCT
3800C307800,BCT
3800C307801,BCT
3800C308001,BCT
3800C308200,BCT
3800C308301,BCT
3800C308401,BCT
3800C308701,BCT
3800C309302,BCT
3800C309401,BCT
3800C309501,BCT
3800C310000,BCT
3800C310101,BCT
3800C310400,BCT
3800C310401,BCT
3800C310402,BCT
3800C310702,BCT
3800C311201,BCT
3800C311800,BCT
3800C311801,BCT
3800C311900,BCT
3800C312000,BCT
3800C312001,BCT
3800C312100,BCT
3800C312101,BCT
3800C312300,BCT
3800C312301,BCT
3800C312700,BCT
3800C312701,BCT
3800C312800,BCT
3800C312801,BCT
3800C312900,BCT
3800C312901,BCT
3800C313000,BCT
3800C313400,BCT
3800C313401,BCT
3800C313500,BCT
3800C313502,BCT
3800C313801,BCT
3800C313802,BCT
3800C313900,BCT
3800C314302,BCT
3800C314802,BCT
3800C315101,BCT
3800C315102,BCT
3800C315201,BCT
3800C315202,BCT
3800C316101,BCT
3800C316402,BCT
3800C317002,BCT
3800C317402,BCT
3800C317501,BCT
3800C317801,BCT
3800C317901,BCT
3800C318102,BCT
3800C318602,BCT
3800C318702,BCT
3800C320502,BCT
3800C321702,BCT
3800C321801,BCT
3800C322302,BCT
3800C322402,BCT
3800C322502,BCT
3800C322602,BCT
3800C322802,BCT
3800C323302,BCT
3800C324301,BCT
3800C324702,BCT
3800C324801,BCT
3800C324802,BCT
3800C325602,BCT
3800C326101,BCT
3800C326102,BCT
3800C327002,BCT
3800C327301,BCT
3800C327302,BCT
3800C328002,BCT
3800C328802,BCT
3800C329101,BCT
3800C329901,BCT
3800C330301,BCT
3800C330501,BCT
3800C330502,BCT
3800C330602,BCT
3800C330801,BCT
3800C330802,BCT
3800C331301,BCT
3800C331302,BCT
3800C332302,BCT
3800C332402,BCT
3800C332502,BCT
3800C333802,BCT
3800C334002,BCT
3800C334301,BCT
3800C334302,BCT
3800C334402,BCT
3800C334602,BCT
3800C335002,BCT
3800C335202,BCT
3800C335302,BCT
3800C335602,BCT
3800C335701,BCT
3800C335900,BCT
3800C336102,BCT
3800C336201,BCT
3800C336801,BCT
3800C336802,BCT
3800C336901,BCT
3800C337701,BCT
3800C337901,BCT
3800C338101,BCT
3800C338102,BCT
3800C338301,BCT
3800C338401,BCT
3800C338501,BCT
3800C339001,BCT
3800C339401,BCT
3800C339701,BCT
3800C339702,BCT
3800C340101,BCT
3800C340401,BCT
3800C341502,BCT
3800C341602,BCT
3800C343501,BCT
3800C343502,BCT
3800C343601,BCT
3800C343602,BCT
3800C343701,BCT
3800C343702,BCT
3800C345001,BCT
3800C345002,BCT
3800C345201,BCT
3800C345301,BCT
3800C345601,BCT
3800C345602,BCT
3800C346302,BCT
3800C346901,BCT
3800C347102,BCT
3800C348001,BCT
3800C348002,BCT
3800C348101,BCT
3800C348102,BCT
3800C348201,BCT
3800C348202,BCT
3800C348802,BCT
3800C348902,BCT
3800C349002,BCT
3800C349102,BCT
3800C349501,BCT
3800C349601,BCT
3800C349701,BCT
3800C349801,BCT
3800C350001,BCT
3800C350401,BCT
3800C350402,BCT
3800C350501,BCT
3800C350601,BCT
3800C350602,BCT
3800C351000,BCT
3800C351100,BCT
3800C351201,BCT
3800C351202,BCT
3800C351301,BCT
3800C351401,BCT
3800C351800,BCT
3800C351902,BCT
3800C352200,BCT
3800C352301,BCT
3800C352302,BCT
3800C352401,BCT
3800C352402,BCT
3800C352501,BCT
3800C352502,BCT
3800C352601,BCT
3800C352602,BCT
3800C352701,BCT
3800C352702,BCT
3800C352801,BCT
3800C352802,BCT
3800C352901,BCT
3800C353001,BCT
3800C353101,BCT
3800C353201,BCT
3800C353301,BCT
3800C353401,BCT
3800C353501,BCT
3800C353502,BCT
3800C353601,BCT
3800C353602,BCT
3800C353701,BCT
3800C353801,BCT
3800C353802,BCT
3800C390000,BCT
3800C390001,BCT
3800C390100,BCT
3800C390200,BCT
3800C390201,BCT
3800C390500,BCT
3800C391100,BCT
3800C391101,BCT
3800C399702,BCT
3800C400001,BCT
3800C400002,BCT
3800C400005,BCT
3800C400101,BCT
3800C400300,BCT
3800C400301,BCT
3800C400402,BCT
3800C400500,BCT
3800C400501,BCT
3800C400600,BCT
3800C400601,BCT
3800C400700,BCT
3800C400901,BCT
3800C401001,BCT
3800C401002,BCT
3800C401003,BCT
3800C401202,BCT
3800C401300,BCT
3800C401301,BCT
3800C401400,BCT
3800C401500,BCT
3800C401501,BCT
3800C401600,BCT
3800C401700,BCT
3800C401701,BCT
3800C401801,BCT
3800C401900,BCT
3800C401901,BCT
3800C402100,BCT
3800C402101,BCT
3800C402200,BCT
3800C402300,BCT
3800C402301,BCT
3800C402302,BCT
3800C402501,BCT
3800C402600,BCT
3800C402701,BCT
3800C403100,BCT
3800C403101,BCT
3800C403201,BCT
3800C403400,BCT
3800C403500,BCT
3800C403501,BCT
3800C403511,BCT
3800C403512,BCT
3800C403600,BCT
3800C403601,BCT
3800C403801,BCT
3800C403900,BCQ
3800C404301,BCT
3800C404401,BCT
3800C405200,BCT
3800C405301,BCT
3800C405400,BCT
3800C405500,BCT
3800C405501,BCT
3800C405701,BCT
3800C406000,BCT
3800C406001,BCT
3800C406101,BCT
3800C406300,BCT
3800C406400,BCT
3800C406801,BCT
3800C406901,BCT
3800C407200,BCT
3800C407201,BCT
3800C407301,BCT
3800C407302,BCT
3800C407401,BCT
3800C407402,BCT
3800C407601,BCT
3800C408001,BCT
3800C408301,BCT
3800C409001,BCT
3800C409101,BCT
3800C409502,BCT
3800C409601,BCT
3800C410201,BCT
3800C410202,BCT
3800C410301,BCT
3800C410302,BCT
3800C411001,BCT
3800C411101,BCT
3800C411102,BCT
3800C411401,BCT
3800C411601,BCT
3800C411901,BCT
3800C412001,BCT
3800C412002,BCT
3800C412201,BCT
3800C412202,BCT
3800C412601,BCT
3800C412602,BCT
3800C412902,BCT
3800C413101,BCT
3800C413201,BCT
3800C413202,BCT
3800C413301,BCT
3800C413302,BCT
3800C413502,BCT
3800C413602,BCT
3800C413701,BCT
3800C413801,BCT
3800C413802,BCT
3800C414101,BCT
3800C414102,BCT
3800C414201,BCT
3800C414701,BCT
3800C414801,BCT
3800C414802,BCT
3800C415101,BCT
3800C415301,BCT
3800C415302,BCT
3800C415401,BCT
3800C415402,BCT
3800C415501,BCT
3800C415502,BCT
3800C415601,BCT
3800C415602,BCT
3800C415702,BCT
3800C415801,BCT
3800C416001,BCT
3800C416302,BCT
3800C416702,BCT
3800C416801,BCT
3800C417002,BCT
3800C417101,BCT
3800C417202,BCT
3800C417701,BCT
3800C417702,BCT
3800C417801,BCT
3800C417802,BCT
3800C418102,BCT
3800C418301,BCT
3800C418302,BCT
3800C418401,BCT
3800C418402,BCT
3800C418502,BCT
3800C418602,BCT
3800C418901,BCT
3800C419301,BCT
3800C419402,BCT
3800C419502,BCT
3800C419801,BCT
3800C419901,BCT
3800C420101,BCT
3800C420102,BCT
3800C420501,BCT
3800C420502,BCT
3800C420602,BCT
3800C421002,BCT
3800C422601,BCT
3800C422701,BCT
3800C422801,BCT
3800C422901,BCT
3800C423001,BCT
3800C423101,BCT
3800C423102,BCT
3800C423201,BCT
3800C423301,BCT
3800C423302,BCT
3800C423401,BCT
3800C423402,BCT
3800C423502,BCT
3800C423802,BCT
3800C423901,BCT
3800C424202,BCT
3800C424800,BCT
3800C425501,BCT
3800C425602,BCT
3800C425901,BCT
3800C426002,BCT
3800C426102,BCT
3800C426201,BCT
3800C426301,BCT
3800C426402,BCT
3800C426502,BCT
3800C426602,BCT
3800C426702,BCT
3800C427101,BCT
3800C427201,BCT
3800C427501,BCT
3800C428101,BCT
3800C428202,BCT
3800C428402,BCT
3800C428502,BCT
3800C428701,BCT
3800C429001,BCT
3800C429002,BCT
3800C429101,BCT
3800C429201,BCT
3800C429202,BCT
3800C429701,BCT
3800C429702,BCT
3800C430601,BCT
3800C430701,BCT
3800C430702,BCT
3800C430902,BCT
3800C431001,BCT
3800C431002,BCT
3800C431402,BCT
3800C431501,BCT
3800C431502,BCT
3800C431601,BCT
3800C431701,BCT
3800C432001,BCT
3800C434101,BCT
3800C434702,BCT
3800C435002,BCT
3800C435102,BCT
3800C435601,BCT
3800C436002,BCT
3800C436101,BCT
3800C436102,BCT
3800C436300,BCT
3800C436500,BCT
3800C437102,BCT
3800C437202,BCT
3800C437402,BCT
3800C437501,BCT
3800C437502,BCT
3800C437702,BCT
3800C437802,BCT
3800C438102,BCT
3800C438201,BCT
3800C438202,BCT
3800C438301,BCT
3800C438302,BCT
3800C438401,BCT
3800C438402,BCT
3800C438501,BCT
3800C438502,BCT
3800C438601,BCT
3800C438602,BCT
3800C438701,BCT
3800C438801,BCT
3800C438802,BCT
3800C438901,BCT
3800C438902,BCT
3800C439001,BCT
3800C490400,BCT
3800C491001,BCT
3800C491002,BCT
3800C491501,BCT
3800C491701,BCT
3800C491702,BCT
3800C491801,BCT
3800C491802,BCT
3800C491902,BCT
3800C492801,BCT
3800C492802,BCT
3800C492901,BCT
3800C492902,BCT
3800C493101,BCT
3800C493102,BCT
3800C493901,BCT
3800C493902,BCT
3800C494401,BCT
3800C494501,BCT
3800C494701,BCT
3800C494702,BCT
3800C494901,BCT
3800C494902,BCT
3800C495101,BCT
3800C495201,BCT
3800C495202,BCT
3800C495301,BCT
3800C495302,BCT
3800C495401,BCT
3800C495402,BCT
3800C4E0001,BCT
3800C4E0011,BCT
3800C500300,BCT
3800C500301,BCT
3800C500501,BCT
3800C500600,BCT
3800C500801,BCT
3800C500802,BCT
3800C501000,BCT
3800C501001,BCT
3800C501101,BCT
3800C501102,BCT
3800C501500,BCT
3800C501501,BCT
3800C502100,BCT
3800C502300,BCT
3800C502301,BCT
3800C503001,BCT
3800C503401,BCT
3800C503501,BCT
3800C503700,BCT
3800C503900,BCT
3800C503901,BCT
3800C504100,BCT
3800C504101,BCT
3800C504300,BCT
3800C504301,BCT
3800C504500,BCT
3800C504601,BCT
3800C504900,BCT
3800C505201,BCT
3800C505300,BCT
3800C505301,BCT
3800C505800,BCT
3800C505801,BCT
3800C506002,BCT
3800C506100,BCT
3800C506201,BCT
3800C506300,BCT
3800C506301,BCT
3800C506400,BCT
3800C506600,BCT
3800C506601,BCT
3800C506700,BCT
3800C506801,BCT
3800C506900,BCT
3800C506901,BCT
3800C507100,BCT
3800C507101,BCT
3800C507301,BCT
3800C507400,BCT
3800C507401,BCT
3800C507500,BCT
3800C507501,BCT
3800C507700,BCT
3800C507701,BCT
3800C507800,BCT
3800C507801,BCT
3800C508400,BCT
3800C508700,BCT
3800C508800,BCT
3800C508900,BCT
3800C508901,BCT
3800C509100,BCT
3800C509101,BCT
3800C509601,BCT
3800C509700,BCT
3800C509701,BCT
3800C509901,BCT
3800C510000,BCT
3800C510200,BCT
3800C510500,BCT
3800C510600,BCT
3800C510800,BCT
3800C510901,BCT
3800C511000,BCT
3800C511002,BCT
3800C511003,BCT
3800C511200,BCT
3800C511300,BCT
3800C511301,BCT
3800C511302,BCT
3800C511400,BCT
3800C511600,BCT
3800C511800,BCT
3800C511801,BCT
3800C511901,BCT
3800C512100,BCT
3800C512300,BCT
3800C512501,BCT
3800C512502,BCT
3800C512600,BCT
3800C512601,BCT
3800C512700,BCT
3800C512701,BCT
3800C513000,BCT
3800C513600,BCT
3800C513701,BCT
3800C513800,BCT
3800C514901,BCT
3800C514902,BCT
3800C515101,BCT
3800C515102,BCT
3800C515302,BCT
3800C516501,BCT
3800C516502,BCT
3800C516801,BCT
3800C517201,BCT
3800C517202,BCT
3800C517401,BCT
3800C517402,BCT
3800C517501,BCT
3800C517502,BCT
3800C517601,BCT
3800C518202,BCT
3800C518302,BCT
3800C518402,BCT
3800C518901,BCT
3800C519201,BCT
3800C519202,BCT
3800C519502,BCT
3800C519801,BCT
3800C520101,BCT
3800C520200,BCT
3800C520301,BCT
3800C520400,BCT
3800C520500,BCT
3800C521101,BCT
3800C521102,BCT
3800C521201,BCT
3800C521202,BCT
3800C521302,BCT
3800C522002,BCT
3800C522301,BCT
3800C522602,BCT
3800C522801,BCT
3800C523402,BCT
3800C523701,BCT
3800C523901,BCT
3800C524001,BCT
3800C524101,BCT
3800C524302,BCT
3800C525001,BCT
3800C525002,BCT
3800C525502,BCT
3800C526001,BCT
3800C526002,BCT
3800C526201,BCT
3800C526502,BCT
3800C526802,BCT
3800C526902,BCT
3800C527302,BCT
3800C528102,BCT
3800C528601,BCT
3800C528901,BCT
3800C528902,BCT
3800C529102,BCT
3800C529202,BCT
3800C529301,BCT
3800C529402,BCT
3800C530001,BCT
3800C530002,BCT
3800C530401,BCT
3800C530402,BCT
3800C530501,BCT
3800C530502,BCT
3800C530601,BCT
3800C530602,BCT
3800C530701,BCT
3800C530901,BCT
3800C530902,BCT
3800C531101,BCT
3800C531102,BCT
3800C531401,BCT
3800C531402,BCT
3800C531502,BCT
3800C531602,BCT
3800C531801,BCT
3800C531802,BCT
3800C532301,BCT
3800C532801,BCT
3800C532802,BCT
3800C533801,BCT
3800C533900,BCT
3800C534000,BCT
3800C534201,BCT
3800C534202,BCT
3800C534401,BCT
3800C534402,BCT
3800C535302,BCT
3800C535502,BCT
3800C536402,BCT
3800C536901,BCT
3800C536902,BCT
3800C537001,BCT
3800C537002,BCT
3800C537101,BCT
3800C537102,BCT
3800C537201,BCT
3800C537202,BCT
3800C537301,BCT
3800C537302,BCT
3800C537401,BCT
3800C537402,BCT
3800C537501,BCT
3800C537502,BCT
3800C537601,BCT
3800C537602,BCT
3800C537700,BCT
3800C540002,BCT
3800C540402,BCT
3800C540602,BCT
3800C540802,BCT
3800C542601,BCT
3800C543001,BCT
3800C590100,BCT
3800C592002,BCT
3800C592601,BCT
3800C592602,BCT
3800C592802,BCT
3800C593601,BCT
3800C594102,BCT
3800C594202,BCT
3800C594302,BCT
3800C594402,BCT
3800C594502,BCT
3800C595301,BCT
3800C595302,BCT
3800C595401,BCT
3800C595402,BCT
3800C596402,BCT
3800C597101,BCT
3800C597401,BCT
3800C597901,BCT
3800C597902,BCT
3800C598301,BCT
3800C598302,BCT
3800C598401,BCT
3800C598402,BCT
3800C599101,BCT
3800C599102,BCT
3800C599302,BCT
3800C599601,BCT
3800C599602,BCT
3800C600100,BCT
3800C600101,BCT
3800C600200,BCT
3800C600201,BCT
3800C600401,BCT
3800C600500,BCT
3800C600501,BCT
3800C600600,BCT
3800C600700,BCT
3800C600701,BCT
3800C600900,BCT
3800C600901,BCT
3800C601001,BCT
3800C601002,BCT
3800C601101,BCT
3800C601301,BCT
3800C601302,BCT
3800C601500,BCT
3800C601700,BCT
3800C602000,BCT
3800C602100,BCT
3800C602101,BCT
3800C602200,BCT
3800C602201,BCT
3800C602300,BCT
3800C602301,BCT
3800C602501,BCT
3800C602502,BCT
3800C602700,BCT
3800C602701,BCT
3800C602702,BCT
3800C603000,BCT
3800C603100,BCT
3800C603300,BCT
3800C603500,BCT
3800C603600,BCT
3800C603601,BCT
3800C603700,BCT
3800C603701,BCT
3800C603800,BCT
3800C603801,BCT
3800C603900,BCT
3800C604002,BCT
3800C604101,BCT
3800C604200,BCT
3800C604300,BCT
3800C604301,BCT
3800C604400,BCT
3800C604401,BCT
3800C604500,BCT
3800C604600,BCT
3800C604601,BCT
3800C605101,BCT
3800C605600,BCT
3800C605601,BCT
3800C605700,BCT
3800C605701,BCT
3800C605800,BCT
3800C605801,BCT
3800C605900,BCT
3800C606000,BCT
3800C606100,BCT
3800C606200,BCT
3800C606300,BCT
3800C606401,BCT
3800C606402,BCT
3800C606500,BCT
3800C606501,BCT
3800C606800,BCT
3800C606801,BCT
3800C606900,BCT
3800C606901,BCT
3800C607001,BCT
3800C607100,BCT
3800C607200,BCT
3800C607301,BCT
3800C607500,BCT
3800C607900,BCT
3800C608001,BCT
3800C608201,BCT
3800C608401,BCT
3800C608500,BCT
3800C608501,BCT
3800C608700,BCT
3800C608800,BCT
3800C608901,BCT
3800C609000,BCT
3800C609100,BCT
3800C609300,BCT
3800C609301,BCT
3800C609400,BCT
3800C609500,BCT
3800C609701,BCT
3800C609800,BCT
3800C609801,BCT
3800C610000,BCT
3800C610001,BCT
3800C610302,BCT
3800C610600,BCT
3800C610802,BCT
3800C610900,BCT
3800C611000,BCT
3800C611101,BCT
3800C611600,BCT
3800C611601,BCT
3800C611800,BCT
3800C612000,BCT
3800C612001,BCT
3800C612101,BCT
3800C612102,BCT
3800C612200,BCT
3800C612400,BCT
3800C612500,BCT
